Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
216	2.03	3.638483	-390.838959	999.656921	59.650871	-384.522858	1003.517517	-20.149197	-366.663605	955.371765	33.470966	-360.6138	959.279236	30.516449	-293.933411	860.025574	207.852371	-446.076385	1168.250732	219.741135	-464.807983	1140.898315	171.093521	-403.612366	1183.900757	212.446564	-471.744934	1090.211426	165.316711	-408.961151	1134.096924
217	2.04	3.645091	-390.838715	999.656189	59.657681	-384.521759	1003.515442	-20.144182	-366.664001	955.371643	33.476337	-360.613739	959.277893	30.519007	-293.93335	860.024353	207.46431	-445.988861	1168.267334	219.421478	-464.685638	1140.91748	170.606705	-403.594696	1183.882935	212.215195	-471.607422	1090.214966	164.929123	-408.912445	1134.067139
218	2.05	3.651682	-390.838531	999.655457	59.664474	-384.520721	1003.513428	-20.139183	-366.66449	955.371521	33.481693	-360.613739	959.276489	30.521555	-293.933289	860.023193	207.084991	-445.908569	1168.281494	219.1082	-464.571564	1140.934448	170.132706	-403.581512	1183.863525	211.987488	-471.478485	1090.216675	164.550949	-408.868591	1134.036499
219	2.06	3.658257	-390.83844	999.654724	59.671253	-384.519775	1003.511353	-20.134199	-366.664978	955.371399	33.487034	-360.613831	959.275085	30.524094	-293.933258	860.022034	206.714676	-445.835541	1168.293457	218.801514	-464.465759	1140.948975	169.671829	-403.572815	1183.842407	211.763626	-471.358246	1090.216431	164.182419	-408.82962	1134.005127
220	2.07	3.664816	-390.83844	999.653931	59.678013	-384.51889	1003.509338	-20.129232	-366.665558	955.371277	33.492359	-360.613953	959.273743	30.526625	-293.933289	860.020874	206.353592	-445.769806	1168.302856	218.501633	-464.368256	1140.96106	169.224411	-403.568634	1183.819702	211.543762	-471.246613	1090.214355	163.8237	-408.795471	1133.9729
221	2.08	3.671356	-390.83847	999.653198	59.684753	-384.518097	1003.507263	-20.124283	-366.666199	955.371155	33.497669	-360.614136	959.272339	30.529146	-293.933319	860.019775	206.001968	-445.711334	1168.309937	218.208786	-464.279083	1140.970581	168.790726	-403.56897	1183.79541	211.32811	-471.143677	1090.210327	163.474976	-408.766144	1133.939819
222	2.09	3.677878	-390.838623	999.652405	59.691475	-384.517365	1003.505249	-20.11935	-366.66687	955.371033	33.502964	-360.61438	959.270996	30.531658	-293.933411	860.018677	205.660049	-445.660095	1168.314575	217.923172	-464.198212	1140.977661	168.371033	-403.573792	1183.769531	211.116806	-471.049347	1090.204224	163.136444	-408.741608	1133.905884
223	2.1	3.68438	-390.838806	999.651611	59.698177	-384.516724	1003.503174	-20.114435	-366.667603	955.370911	33.50824	-360.614685	959.269592	30.534163	-293.933502	860.017578	205.328018	-445.616089	1168.31665	217.645004	-464.12558	1140.982056	167.965591	-403.583069	1183.742065	210.910034	-470.963593	1090.196045	162.808243	-408.721863	1133.871094
224	2.11	3.690862	-390.839111	999.650818	59.704857	-384.516174	1003.50116	-20.109539	-366.668396	955.370789	33.513496	-360.615082	959.26825	30.536655	-293.933624	860.016541	205.006104	-445.579224	1168.316284	217.374466	-464.061188	1140.984009	167.5746	-403.596802	1183.713013	210.707977	-470.886353	1090.185791	162.490555	-408.706818	1133.835571
225	2.12	3.697323	-390.839447	999.650024	59.711517	-384.515686	1003.499084	-20.104662	-366.66922	955.370728	33.518738	-360.615509	959.266907	30.539137	-293.933807	860.015503	204.694473	-445.549408	1168.313477	217.111786	-464.004913	1140.983276	167.198273	-403.61496	1183.682373	210.510803	-470.817535	1090.173462	162.183472	-408.696411	1133.799194
226	2.13	3.703762	-390.839905	999.64917	59.718151	-384.515289	1003.49707	-20.099802	-366.670135	955.370605	33.52396	-360.615997	959.265564	30.541611	-293.934021	860.014526	204.393326	-445.526611	1168.308105	216.857117	-463.956696	1140.979858	166.836761	-403.637421	1183.650391	210.318665	-470.757019	1090.158936	161.887161	-408.690582	1133.762085
227	2.14	3.710178	-390.840424	999.648376	59.724766	-384.514954	1003.495056	-20.094965	-366.671082	955.370483	33.529163	-360.616547	959.264221	30.544071	-293.934235	860.01355	204.102814	-445.510681	1168.300293	216.610626	-463.916382	1140.973877	166.490219	-403.664185	1183.616943	210.131729	-470.704712	1090.142334	161.601715	-408.68927	1133.724121
228	2.15	3.716572	-390.841003	999.647583	59.731354	-384.51474	1003.493042	-20.090145	-366.672089	955.370422	33.534344	-360.617188	959.262878	30.546524	-293.934509	860.012573	203.823059	-445.501495	1168.290161	216.372498	-463.883881	1140.965332	166.158722	-403.695129	1183.582153	209.95015	-470.660431	1090.123535	161.32724	-408.692352	1133.685669
229	2.16	3.722941	-390.841705	999.646729	59.737915	-384.514587	1003.491028	-20.085348	-366.673187	955.3703	33.539505	-360.617859	959.261536	30.548964	-293.934814	860.011658	203.554214	-445.498962	1168.277466	216.142853	-463.859009	1140.954224	165.842377	-403.730194	1183.546021	209.774063	-470.624023	1090.102661	161.063812	-408.699768	1133.646362
230	2.17	3.729285	-390.842468	999.645874	59.744453	-384.514526	1003.489014	-20.080572	-366.674316	955.370178	33.544647	-360.618622	959.260254	30.551394	-293.93515	860.010742	203.296387	-445.502869	1168.262451	215.921844	-463.841614	1140.940552	165.541214	-403.769318	1183.508667	209.603622	-470.595337	1090.079712	160.811493	-408.711365	1133.606567
231	2.18	3.735603	-390.843292	999.64502	59.750961	-384.514557	1003.487	-20.075817	-366.675476	955.370117	33.549767	-360.619446	959.258911	30.553812	-293.935516	860.009888	203.049652	-445.513092	1168.244995	215.709595	-463.831482	1140.924316	165.255249	-403.812347	1183.470215	209.43895	-470.574158	1090.054565	160.570358	-408.727051	1133.566162
232	2.19	3.741894	-390.844238	999.644226	59.757442	-384.514679	1003.484985	-20.071085	-366.676727	955.369995	33.554863	-360.620331	959.257629	30.556217	-293.935944	860.009033	202.814117	-445.529419	1168.225342	215.506195	-463.828461	1140.90564	164.984497	-403.859161	1183.430664	209.280167	-470.560242	1090.027466	160.340439	-408.746674	1133.525269
233	2.2	3.748159	-390.845245	999.643311	59.763897	-384.514862	1003.482971	-20.066374	-366.67804	955.369934	33.559937	-360.621277	959.256348	30.558613	-293.936371	860.008179	202.589813	-445.551697	1168.203491	215.311752	-463.832336	1140.884521	164.728897	-403.909668	1183.390137	209.127396	-470.553436	1089.998291	160.12175	-408.770142	1133.483887
234	2.21	3.754395	-390.846344	999.642456	59.770321	-384.515167	1003.481018	-20.061687	-366.679413	955.369873	33.564987	-360.622284	959.255066	30.560995	-293.936859	860.007385	202.376801	-445.579712	1168.179565	215.126358	-463.842834	1140.861084	164.488373	-403.963745	1183.348633	208.980728	-470.553436	1089.967163	159.914322	-408.797272	1133.442139
235	2.22	3.760602	-390.847504	999.641602	59.776714	-384.515564	1003.479004	-20.057024	-366.680817	955.369751	33.570015	-360.623383	959.253784	30.563366	-293.937347	860.006653	202.17511	-445.61322	1168.153442	214.950058	-463.859741	1140.835327	164.262863	-404.02124	1183.306396	208.840271	-470.560028	1089.934204	159.71814	-408.827972	1133.400024
236	2.23	3.76678	-390.848785	999.640747	59.783073	-384.516052	1003.477051	-20.052385	-366.682312	955.36969	33.575016	-360.624512	959.252502	30.565723	-293.937897	860.00592	201.984726	-445.652039	1168.125488	214.782898	-463.882843	1140.807251	164.052231	-404.082001	1183.263306	208.706116	-470.572968	1089.899414	159.533203	-408.862	1133.357788
237	2.24	3.772927	-390.850128	999.639832	59.789402	-384.516602	1003.475098	-20.047771	-366.683868	955.369629	33.579994	-360.625732	959.251221	30.568069	-293.938477	860.005188	201.805649	-445.695892	1168.095459	214.624954	-463.911835	1140.777222	163.856323	-404.145905	1183.219727	208.578339	-470.59198	1089.862793	159.359482	-408.899261	1133.315308
238	2.25	3.779042	-390.851563	999.638977	59.795696	-384.517273	1003.473083	-20.043182	-366.685455	955.369507	33.584946	-360.627045	959.25	30.570402	-293.939117	860.004517	201.637878	-445.744598	1168.063721	214.476212	-463.946442	1140.744995	163.674988	-404.212769	1183.175659	208.456985	-470.61676	1089.824463	159.196945	-408.939575	1133.272705
239	2.26	3.785126	-390.853088	999.638062	59.80196	-384.518036	1003.47113	-20.03862	-366.687134	955.369446	33.589874	-360.628387	959.248718	30.572721	-293.939758	860.003845	201.481354	-445.797882	1168.030273	214.336716	-463.98645	1140.710815	163.508041	-404.28244	1183.131104	208.342163	-470.647064	1089.784546	159.045532	-408.982758	1133.22998
240	2.27	3.791177	-390.854706	999.637146	59.808186	-384.51889	1003.469177	-20.034082	-366.688873	955.369385	33.594772	-360.629822	959.247498	30.575027	-293.94046	860.003235	201.336029	-445.855499	1167.995239	214.206451	-464.031525	1140.674805	163.355255	-404.354736	1183.086304	208.233871	-470.682556	1089.743164	158.905197	-409.028656	1133.187378
241	2.28	3.797194	-390.856415	999.636292	59.814373	-384.519867	1003.467224	-20.029572	-366.690643	955.369324	33.599644	-360.631317	959.246277	30.577322	-293.941193	860.002625	201.201859	-445.917175	1167.958618	214.085434	-464.08139	1140.637085	163.216446	-404.429535	1183.04126	208.132202	-470.722992	1089.700317	158.775864	-409.077057	1133.14502
242	2.29	3.803176	-390.858185	999.635376	59.820526	-384.520905	1003.465332	-20.025087	-366.692505	955.369263	33.604488	-360.632904	959.245056	30.579599	-293.941956	860.002075	201.078766	-445.982635	1167.920776	213.973602	-464.135773	1140.597656	163.091339	-404.506592	1182.996216	208.037155	-470.768036	1089.656128	158.657471	-409.127808	1133.102783
243	2.3	3.809124	-390.860077	999.63446	59.826645	-384.522064	1003.463379	-20.020632	-366.694427	955.369202	33.609303	-360.634521	959.243835	30.581865	-293.942749	860.001526	200.966644	-446.051636	1167.88147	213.870972	-464.194336	1140.556641	162.979706	-404.585754	1182.951172	207.948792	-470.817413	1089.61084	158.549911	-409.180664	1133.060791
244	2.31	3.815035	-390.86203	999.633545	59.832722	-384.523285	1003.461487	-20.016203	-366.696381	955.369141	33.61409	-360.63623	959.242676	30.584116	-293.943573	860.001038	200.865433	-446.123901	1167.841187	213.777481	-464.256775	1140.514282	162.881287	-404.666809	1182.90625	207.867126	-470.870789	1089.564331	158.45311	-409.235504	1133.019287
245	2.32	3.82091	-390.864105	999.632629	59.83876	-384.524628	1003.459534	-20.011803	-366.698425	955.36908	33.618847	-360.638031	959.241455	30.586353	-293.944458	860.000549	200.775024	-446.199097	1167.799805	213.693115	-464.322845	1140.470581	162.795822	-404.749542	1182.86145	207.79216	-470.927856	1089.516846	158.366974	-409.292084	1132.978271
246	2.33	3.826747	-390.866241	999.631653	59.844757	-384.526093	1003.457642	-20.007433	-366.700531	955.369019	33.623577	-360.639862	959.240295	30.588575	-293.945374	860.000122	200.695297	-446.276978	1167.757446	213.617783	-464.392151	1140.425659	162.723053	-404.833771	1182.817139	207.723938	-470.988312	1089.468506	158.291397	-409.35022	1132.937744
247	2.34	3.832546	-390.868469	999.630737	59.850712	-384.527618	1003.45575	-20.003092	-366.702698	955.369019	33.628273	-360.641815	959.239136	30.590782	-293.94632	859.999695	200.626175	-446.357269	1167.714355	213.551468	-464.464417	1140.379761	162.662689	-404.919281	1182.773315	207.66246	-471.051819	1089.419434	158.226273	-409.409698	1132.897827
248	2.35	3.838305	-390.870819	999.629822	59.856628	-384.529266	1003.453857	-19.998779	-366.704926	955.368958	33.632938	-360.643799	959.237976	30.592976	-293.947327	859.999329	200.56752	-446.439636	1167.670654	213.49411	-464.539337	1140.332886	162.614471	-405.005829	1182.730103	207.607727	-471.118103	1089.369629	158.171478	-409.470306	1132.858765
249	2.36	3.844026	-390.87323	999.628845	59.862499	-384.531036	1003.452026	-19.994499	-366.707214	955.368896	33.637573	-360.645874	959.236816	30.595152	-293.948364	859.998962	200.519241	-446.523804	1167.626343	213.445633	-464.616577	1140.285156	162.57814	-405.093201	1182.6875	207.559738	-471.186798	1089.319458	158.126938	-409.53186	1132.820557
250	2.37	3.849705	-390.875732	999.62793	59.868328	-384.532867	1003.450134	-19.990248	-366.709564	955.368896	33.642178	-360.64801	959.235718	30.597315	-293.949432	859.998657	200.481216	-446.609467	1167.581665	213.405991	-464.695831	1140.236816	162.553421	-405.181122	1182.645752	207.518509	-471.257629	1089.268799	158.092499	-409.594147	1132.783203
251	2.38	3.855343	-390.878326	999.626953	59.874111	-384.534821	1003.448303	-19.986029	-366.711975	955.368835	33.646748	-360.650238	959.234619	30.599461	-293.950531	859.998352	200.453339	-446.69632	1167.536743	213.375107	-464.776764	1140.187988	162.540085	-405.269379	1182.604858	207.484039	-471.330292	1089.218018	158.068085	-409.656921	1132.746826
252	2.39	3.86094	-390.881042	999.626038	59.879848	-384.536865	1003.446472	-19.98184	-366.714478	955.368835	33.651283	-360.652527	959.233521	30.601591	-293.95166	859.998108	200.435501	-446.784058	1167.491699	213.352936	-464.85907	1140.138794	162.537888	-405.357697	1182.565063	207.456329	-471.404449	1089.167114	158.053574	-409.720032	1132.711548
253	2.4	3.866493	-390.88382	999.625061	59.885544	-384.539032	1003.444641	-19.977686	-366.71701	955.368774	33.655785	-360.654877	959.232422	30.603706	-293.95285	859.997864	200.427597	-446.872375	1167.446655	213.339432	-464.942413	1140.089355	162.546585	-405.445831	1182.526367	207.435364	-471.479797	1089.116211	158.048843	-409.783203	1132.67749
254	2.41	3.872004	-390.886688	999.624084	59.89119	-384.54129	1003.44281	-19.973562	-366.719635	955.368774	33.660255	-360.657318	959.231323	30.605804	-293.954071	859.997681	200.42952	-446.960999	1167.401733	213.334503	-465.02652	1140.039795	162.565979	-405.533508	1182.488892	207.421173	-471.556061	1089.06543	158.053818	-409.846252	1132.644775
255	2.42	3.87747	-390.889679	999.623108	59.896786	-384.543671	1003.440979	-19.969473	-366.72229	955.368774	33.664688	-360.659821	959.230225	30.607887	-293.955353	859.997498	200.441193	-447.049561	1167.357056	213.338135	-465.111023	1139.990234	162.595871	-405.620453	1182.452881	207.413742	-471.632904	1089.015137	158.068359	-409.908966	1132.613403
256	2.43	3.882891	-390.892731	999.622131	59.902336	-384.546143	1003.439209	-19.965416	-366.725037	955.368774	33.66909	-360.662384	959.229187	30.609953	-293.956635	859.997375	200.462509	-447.137817	1167.312866	213.35025	-465.195648	1139.940918	162.636078	-405.70639	1182.418213	207.413086	-471.710052	1088.96521	158.092377	-409.971161	1132.583496
257	2.44	3.888267	-390.895905	999.621216	59.907837	-384.548706	1003.437439	-19.961391	-366.727844	955.368713	33.673454	-360.665039	959.228149	30.612003	-293.957977	859.997314	200.493408	-447.225464	1167.269165	213.370834	-465.28009	1139.891968	162.686432	-405.791046	1182.385132	207.419205	-471.787201	1088.915894	158.125778	-410.032562	1132.555054
258	2.45	3.893597	-390.899139	999.620239	59.913288	-384.551392	1003.435608	-19.957403	-366.730713	955.368713	33.67778	-360.667786	959.227112	30.614035	-293.959351	859.997253	200.533813	-447.312164	1167.226074	213.399826	-465.364044	1139.843384	162.74678	-405.874176	1182.35376	207.432114	-471.864105	1088.867432	158.168457	-410.093018	1132.52832
259	2.46	3.89888	-390.902496	999.619263	59.91869	-384.554169	1003.433899	-19.953449	-366.733612	955.368713	33.682072	-360.670593	959.226074	30.616051	-293.960785	859.997192	200.583649	-447.397644	1167.183838	213.437195	-465.447235	1139.795532	162.816986	-405.955414	1182.324219	207.451813	-471.94043	1088.819702	158.220337	-410.152313	1132.503418
260	2.47	3.904115	-390.905914	999.618286	59.924038	-384.557068	1003.432129	-19.94953	-366.736633	955.368713	33.686325	-360.673462	959.225098	30.61805	-293.962219	859.997192	200.642853	-447.481628	1167.142578	213.48291	-465.529327	1139.748291	162.896927	-406.034546	1182.296509	207.478317	-472.015961	1088.773071	158.281311	-410.210236	1132.480103
261	2.48	3.909303	-390.909454	999.617249	59.929333	-384.560059	1003.430359	-19.945644	-366.739685	955.368713	33.690544	-360.676392	959.224121	30.620029	-293.963715	859.997253	200.71138	-447.563812	1167.102295	213.536942	-465.610107	1139.702026	162.986526	-406.111237	1182.270752	207.511642	-472.090393	1088.727661	158.351303	-410.266571	1132.458862
262	2.49	3.914442	-390.913086	999.616272	59.934578	-384.563141	1003.42865	-19.941797	-366.742798	955.368774	33.694721	-360.679413	959.223145	30.621994	-293.965271	859.997314	200.789185	-447.643921	1167.06311	213.599274	-465.68924	1139.656738	163.085678	-406.185272	1182.24707	207.551804	-472.163483	1088.683472	158.430237	-410.321167	1132.439453
263	2.5	3.919531	-390.916779	999.615295	59.93977	-384.566345	1003.426941	-19.937984	-366.745972	955.368774	33.69886	-360.682526	959.222168	30.62394	-293.966827	859.997437	200.87619	-447.72168	1167.025269	213.669891	-465.766479	1139.612549	163.194305	-406.256317	1182.225464	207.598801	-472.235016	1088.640869	158.518021	-410.37381	1132.422119
264	2.51	3.924571	-390.920593	999.614319	59.944904	-384.569672	1003.425232	-19.934208	-366.749237	955.368774	33.702965	-360.685699	959.221191	30.625868	-293.968445	859.997559	200.972397	-447.796844	1166.988892	213.748764	-465.841583	1139.56958	163.312332	-406.324097	1182.206177	207.652679	-472.304749	1088.599731	158.614594	-410.424347	1132.406982
265	2.52	3.92956	-390.9245	999.613342	59.949989	-384.57309	1003.423584	-19.93047	-366.752533	955.368835	33.707027	-360.688934	959.220276	30.627777	-293.970093	859.997742	201.077744	-447.869171	1166.953857	213.835876	-465.914307	1139.528076	163.439743	-406.388397	1182.189209	207.71344	-472.372437	1088.560181	158.719849	-410.472534	1132.393921
266	2.53	3.934498	-390.928467	999.612305	59.955013	-384.576599	1003.421875	-19.926767	-366.75592	955.368835	33.711052	-360.692261	959.21936	30.629669	-293.971771	859.997925	201.192215	-447.938385	1166.920532	213.931229	-465.984406	1139.488159	163.576477	-406.448883	1182.174561	207.781097	-472.437897	1088.522583	158.83374	-410.51828	1132.383179
